INCITS,County,State,Population,State_Abbr
1001,Autauga County,Alabama,55246,AL
1003,Baldwin County,Alabama,195540,AL
1005,Barbour County,Alabama,27076,AL
1007,Bibb County,Alabama,22512,AL
1009,Blount County,Alabama,57872,AL
1011,Bullock County,Alabama,10639,AL
1013,Butler County,Alabama,20265,AL
1015,Calhoun County,Alabama,116736,AL
1017,Chambers County,Alabama,34162,AL
1019,Cherokee County,Alabama,26203,AL
1021,Chilton County,Alabama,43951,AL
1023,Choctaw County,Alabama,13426,AL
1025,Clarke County,Alabama,25207,AL
1027,Clay County,Alabama,13486,AL
1029,Cleburne County,Alabama,14994,AL
1031,Coffee County,Alabama,50938,AL
1033,Colbert County,Alabama,54520,AL
1035,Conecuh County,Alabama,12887,AL
1037,Coosa County,Alabama,10898,AL
1039,Covington County,Alabama,37886,AL
1041,Crenshaw County,Alabama,13986,AL
1043,Cullman County,Alabama,80811,AL
1045,Dale County,Alabama,49884,AL
1047,Dallas County,Alabama,41996,AL
1049,DeKalb County,Alabama,71013,AL
1051,Elmore County,Alabama,80902,AL
1053,Escambia County,Alabama,37983,AL
1055,Etowah County,Alabama,103931,AL
1057,Fayette County,Alabama,16909,AL
1059,Franklin County,Alabama,31532,AL
1061,Geneva County,Alabama,26727,AL
1063,Greene County,Alabama,8744,AL
1065,Hale County,Alabama,15406,AL
1067,Henry County,Alabama,17296,AL
1069,Houston County,Alabama,103668,AL
1071,Jackson County,Alabama,52951,AL
1073,Jefferson County,Alabama,659479,AL
1075,Lamar County,Alabama,14236,AL
1077,Lauderdale County,Alabama,92797,AL
1079,Lawrence County,Alabama,33587,AL
1081,Lee County,Alabama,150933,AL
1083,Limestone County,Alabama,88845,AL
1085,Lowndes County,Alabama,10703,AL
1087,Macon County,Alabama,19688,AL
1089,Madison County,Alabama,346892,AL
1091,Marengo County,Alabama,20155,AL
1093,Marion County,Alabama,30334,AL
1095,Marshall County,Alabama,94760,AL
1097,Mobile County,Alabama,414079,AL
1099,Monroe County,Alabama,22236,AL
1101,Montgomery County,Alabama,226659,AL
1103,Morgan County,Alabama,119787,AL
1105,Perry County,Alabama,10020,AL
1107,Pickens County,Alabama,19401,AL
1109,Pike County,Alabama,33339,AL
1111,Randolph County,Alabama,22727,AL
1113,Russell County,Alabama,59585,AL
1115,St. Clair County,Alabama,86308,AL
1117,Shelby County,Alabama,204180,AL
1119,Sumter County,Alabama,13361,AL
1121,Talladega County,Alabama,81096,AL
1123,Tallapoosa County,Alabama,41203,AL
1125,Tuscaloosa County,Alabama,200821,AL
1127,Walker County,Alabama,65998,AL
1129,Washington County,Alabama,16877,AL
1131,Wilcox County,Alabama,11307,AL
1133,Winston County,Alabama,24146,AL
2013,Aleutians East Borough[4],Alaska,3092,AK
2016,Aleutians West Census Area[5],Alaska,5511,AK
2020,"Anchorage, Municipality of[6]",Alaska,300950,AK
2050,Bethel Census Area[5],Alaska,17758,AK
2060,Bristol Bay Borough[4],Alaska,960,AK
2068,Denali Borough[4],Alaska,1867,AK
2070,Dillingham Census Area[5],Alaska,5010,AK
2090,Fairbanks North Star Borough[4],Alaska,100436,AK
2100,Haines Borough[4],Alaska,2592,AK
2105,HoonahÐAngoon Census Area[5],Alaska,2145,AK
2110,"Juneau, City and Borough of[7]",Alaska,32660,AK
2122,Kenai Peninsula Borough[4],Alaska,57147,AK
2130,Ketchikan Gateway Borough[4],Alaska,13729,AK
2150,Kodiak Island Borough[4],Alaska,14135,AK
2164,Lake and Peninsula Borough[4],Alaska,1648,AK
2170,Matanuska-Susitna Borough[4],Alaska,95192,AK
2180,Nome Census Area[5],Alaska,9892,AK
2185,North Slope Borough[4],Alaska,9686,AK
2188,Northwest Arctic Borough[4],Alaska,7685,AK
2195,Petersburg Borough[4],Alaska,3774,AK
2198,Prince of Wales Ð Hyder Census Area[5],Alaska,5786,AK
2220,"Sitka, City and Borough of[8]",Alaska,9020,AK
2230,"Skagway, Municipality of[4]",Alaska,995,AK
2240,Southeast Fairbanks Census Area[5],Alaska,6985,AK
2261,ValdezÐCordova Census Area[5],Alaska,9763,AK
2270,Kusilvak Census Area[5],Alaska,7977,AK
2275,"Wrangell, City and Borough of[4]",Alaska,2400,AK
2282,"Yakutat, City and Borough of[9]",Alaska,642,AK
2290,YukonÐKoyukuk Census Area[5],Alaska,5695,AK
4001,Apache County,Arizona,71934,AZ
4003,Cochise County,Arizona,129473,AZ
4005,Coconino County,Arizona,136539,AZ
4007,Gila County,Arizona,53053,AZ
4009,Graham County,Arizona,37482,AZ
4011,Greenlee County,Arizona,9049,AZ
4012,La Paz County,Arizona,20324,AZ
4013,Maricopa County,Arizona,4009412,AZ
4015,Mohave County,Arizona,203030,AZ
4017,Navajo County,Arizona,107322,AZ
4019,Pima County,Arizona,996554,AZ
4021,Pinal County,Arizona,389350,AZ
4023,Santa Cruz County,Arizona,46768,AZ
4025,Yavapai County,Arizona,215133,AZ
4027,Yuma County,Arizona,201201,AZ
5001,Arkansas County,Arkansas,18777,AR
5003,Ashley County,Arkansas,21283,AR
5005,Baxter County,Arkansas,40957,AR
5007,Benton County,Arkansas,237297,AR
5009,Boone County,Arkansas,37396,AR
5011,Bradley County,Arkansas,11249,AR
5013,Calhoun County,Arkansas,5241,AR
5015,Carroll County,Arkansas,27808,AR
5017,Chicot County,Arkansas,11335,AR
5019,Clark County,Arkansas,22743,AR
5021,Clay County,Arkansas,15402,AR
5023,Cleburne County,Arkansas,25686,AR
5025,Cleveland County,Arkansas,8593,AR
5027,Columbia County,Arkansas,24164,AR
5029,Conway County,Arkansas,21245,AR
5031,Craighead County,Arkansas,101488,AR
5033,Crawford County,Arkansas,61640,AR
5035,Crittenden County,Arkansas,49746,AR
5037,Cross County,Arkansas,17548,AR
5039,Dallas County,Arkansas,7933,AR
5041,Desha County,Arkansas,12505,AR
5043,Drew County,Arkansas,18785,AR
5045,Faulkner County,Arkansas,119580,AR
5047,Franklin County,Arkansas,18034,AR
5049,Fulton County,Arkansas,12304,AR
5051,Garland County,Arkansas,97173,AR
5053,Grant County,Arkansas,18019,AR
5055,Greene County,Arkansas,43097,AR
5057,Hempstead County,Arkansas,22474,AR
5059,Hot Spring County,Arkansas,33500,AR
5061,Howard County,Arkansas,13581,AR
5063,Independence County,Arkansas,36997,AR
5065,Izard County,Arkansas,13368,AR
5067,Jackson County,Arkansas,17615,AR
5069,Jefferson County,Arkansas,73191,AR
5071,Johnson County,Arkansas,25846,AR
5073,Lafayette County,Arkansas,7252,AR
5075,Lawrence County,Arkansas,17011,AR
5077,Lee County,Arkansas,10015,AR
5079,Lincoln County,Arkansas,14031,AR
5081,Little River County,Arkansas,12730,AR
5083,Logan County,Arkansas,22082,AR
5085,Lonoke County,Arkansas,70753,AR
5087,Madison County,Arkansas,15701,AR
5089,Marion County,Arkansas,16430,AR
5091,Miller County,Arkansas,43402,AR
5093,Mississippi County,Arkansas,44765,AR
5095,Monroe County,Arkansas,7682,AR
5097,Montgomery County,Arkansas,9226,AR
5099,Nevada County,Arkansas,8799,AR
5101,Newton County,Arkansas,8064,AR
5103,Ouachita County,Arkansas,25002,AR
5105,Perry County,Arkansas,10345,AR
5107,Phillips County,Arkansas,20399,AR
5109,Pike County,Arkansas,11177,AR
5111,Poinsett County,Arkansas,24145,AR
5113,Polk County,Arkansas,20406,AR
5115,Pope County,Arkansas,62547,AR
5117,Prairie County,Arkansas,8374,AR
5119,Pulaski County,Arkansas,391284,AR
5121,Randolph County,Arkansas,17692,AR
5123,St. Francis County,Arkansas,27260,AR
5125,Saline County,Arkansas,114404,AR
5127,Scott County,Arkansas,10950,AR
5129,Searcy County,Arkansas,8023,AR
5131,Sebastian County,Arkansas,127342,AR
5133,Sevier County,Arkansas,17366,AR
5135,Sharp County,Arkansas,17049,AR
5137,Stone County,Arkansas,12581,AR
5139,Union County,Arkansas,40694,AR
5141,Van Buren County,Arkansas,16932,AR
5143,Washington County,Arkansas,216410,AR
5145,White County,Arkansas,78483,AR
5147,Woodruff County,Arkansas,7072,AR
5149,Yell County,Arkansas,21893,AR
6001,Alameda County,California,1578891,CA
6003,Alpine County,California,1159,CA
6005,Amador County,California,36519,CA
6007,Butte County,California,222090,CA
6009,Calaveras County,California,44515,CA
6011,Colusa County,California,21358,CA
6013,Contra Costa County,California,1094205,CA
6015,Del Norte County,California,27873,CA
6017,El Dorado County,California,181737,CA
6019,Fresno County,California,955272,CA
6021,Glenn County,California,27940,CA
6023,Humboldt County,California,134493,CA
6025,Imperial County,California,176584,CA
6027,Inyo County,California,18467,CA
6029,Kern County,California,864124,CA
6031,Kings County,California,150960,CA
6033,Lake County,California,63860,CA
6035,Lassen County,California,32163,CA
6037,Los Angeles County,California,10017068,CA
6039,Madera County,California,152389,CA
6041,Marin County,California,258365,CA
6043,Mariposa County,California,17755,CA
6045,Mendocino County,California,87192,CA
6047,Merced County,California,263228,CA
6049,Modoc County,California,9147,CA
6051,Mono County,California,14074,CA
6053,Monterey County,California,428826,CA
6055,Napa County,California,140326,CA
6057,Nevada County,California,98200,CA
6059,Orange County,California,3114363,CA
6061,Placer County,California,367309,CA
6063,Plumas County,California,18859,CA
6065,Riverside County,California,2292507,CA
6067,Sacramento County,California,1462131,CA
6069,San Benito County,California,57600,CA
6071,San Bernardino County,California,2088371,CA
6073,San Diego County,California,3211252,CA
6075,"San Francisco, City and County of[10]",California,837442,CA
6077,San Joaquin County,California,704379,CA
6079,San Luis Obispo County,California,276443,CA
6081,San Mateo County,California,747373,CA
6083,Santa Barbara County,California,435697,CA
6085,Santa Clara County,California,1862041,CA
6087,Santa Cruz County,California,269419,CA
6089,Shasta County,California,178980,CA
6091,Sierra County,California,3047,CA
6093,Siskiyou County,California,43799,CA
6095,Solano County,California,424788,CA
6097,Sonoma County,California,495025,CA
6099,Stanislaus County,California,525491,CA
6101,Sutter County,California,95350,CA
6103,Tehama County,California,63057,CA
6105,Trinity County,California,13448,CA
6107,Tulare County,California,454143,CA
6109,Tuolumne County,California,53874,CA
6111,Ventura County,California,839620,CA
6113,Yolo County,California,204593,CA
6115,Yuba County,California,73340,CA
8001,Adams County,Colorado,469193,CO
8003,Alamosa County,Colorado,16253,CO
8005,Arapahoe County,Colorado,607070,CO
8007,Archuleta County,Colorado,12194,CO
8009,Baca County,Colorado,3682,CO
8011,Bent County,Colorado,5688,CO
8013,Boulder County,Colorado,310048,CO
8014,"Broomfield, City and County of[11]",Colorado,59471,CO
8015,Chaffee County,Colorado,18510,CO
8017,Cheyenne County,Colorado,1890,CO
8019,Clear Creek County,Colorado,9031,CO
8021,Conejos County,Colorado,8277,CO
8023,Costilla County,Colorado,3518,CO
8025,Crowley County,Colorado,5322,CO
8027,Custer County,Colorado,4285,CO
8029,Delta County,Colorado,30483,CO
8031,"Denver, City and County of[12]",Colorado,649495,CO
8033,Dolores County,Colorado,2029,CO
8035,Douglas County,Colorado,305963,CO
8037,Eagle County,Colorado,52460,CO
8039,Elbert County,Colorado,23733,CO
8041,El Paso County,Colorado,655044,CO
8043,Fremont County,Colorado,46451,CO
8045,Garfield County,Colorado,57302,CO
8047,Gilpin County,Colorado,5601,CO
8049,Grand County,Colorado,14289,CO
8051,Gunnison County,Colorado,15507,CO
8053,Hinsdale County,Colorado,813,CO
8055,Huerfano County,Colorado,6519,CO
8057,Jackson County,Colorado,1365,CO
8059,Jefferson County,Colorado,551798,CO
8061,Kiowa County,Colorado,1423,CO
8063,Kit Carson County,Colorado,8037,CO
8065,Lake County,Colorado,7306,CO
8067,La Plata County,Colorado,53284,CO
8069,Larimer County,Colorado,315988,CO
8071,Las Animas County,Colorado,14446,CO
8073,Lincoln County,Colorado,5430,CO
8075,Logan County,Colorado,22450,CO
8077,Mesa County,Colorado,147554,CO
8079,Mineral County,Colorado,721,CO
8081,Moffat County,Colorado,13103,CO
8083,Montezuma County,Colorado,25642,CO
8085,Montrose County,Colorado,40713,CO
8087,Morgan County,Colorado,28404,CO
8089,Otero County,Colorado,18703,CO
8091,Ouray County,Colorado,4557,CO
8093,Park County,Colorado,16121,CO
8095,Phillips County,Colorado,4356,CO
8097,Pitkin County,Colorado,17379,CO
8099,Prowers County,Colorado,12291,CO
8101,Pueblo County,Colorado,161451,CO
8103,Rio Blanco County,Colorado,6807,CO
8105,Rio Grande County,Colorado,11803,CO
8107,Routt County,Colorado,23513,CO
8109,Saguache County,Colorado,6208,CO
8111,San Juan County,Colorado,692,CO
8113,San Miguel County,Colorado,7678,CO
8115,Sedgwick County,Colorado,2360,CO
8117,Summit County,Colorado,28649,CO
8119,Teller County,Colorado,23275,CO
8121,Washington County,Colorado,4803,CO
8123,Weld County,Colorado,269785,CO
8125,Yuma County,Colorado,10151,CO
9001,Fairfield County[13],Connecticut,939904,CT
9003,Hartford County[13],Connecticut,898272,CT
9005,Litchfield County[13],Connecticut,186924,CT
9007,Middlesex County[13],Connecticut,165562,CT
9009,New Haven County[13],Connecticut,862287,CT
9011,New London County[13],Connecticut,274150,CT
9013,Tolland County[13],Connecticut,151377,CT
9015,Windham County[13],Connecticut,117604,CT
10001,Kent County,Delaware,169416,DE
10003,New Castle County,Delaware,549684,DE
10005,Sussex County,Delaware,206649,DE
11001,District of Columbia[14],District of Columbia,646449,DE
12001,Alachua County,Florida,253451,FL
12003,Baker County,Florida,27013,FL
12005,Bay County,Florida,174987,FL
12007,Bradford County,Florida,26850,FL
12009,Brevard County,Florida,550823,FL
12011,Broward County,Florida,1838844,FL
12013,Calhoun County,Florida,14682,FL
12015,Charlotte County,Florida,164736,FL
12017,Citrus County,Florida,139271,FL
12019,Clay County,Florida,196399,FL
12021,Collier County,Florida,339642,FL
12023,Columbia County,Florida,67543,FL
12027,DeSoto County,Florida,34517,FL
12029,Dixie County,Florida,15940,FL
12031,Duval County,Florida,885855,FL
12033,Escambia County,Florida,305817,FL
12035,Flagler County,Florida,99956,FL
12037,Franklin County,Florida,11598,FL
12039,Gadsden County,Florida,46194,FL
12041,Gilchrist County,Florida,16931,FL
12043,Glades County,Florida,13345,FL
12045,Gulf County,Florida,15829,FL
12047,Hamilton County,Florida,14354,FL
12049,Hardee County,Florida,27519,FL
12051,Hendry County,Florida,37471,FL
12053,Hernando County,Florida,174441,FL
12055,Highlands County,Florida,97616,FL
12057,Hillsborough County,Florida,1291578,FL
12059,Holmes County,Florida,19717,FL
12061,Indian River County,Florida,141994,FL
12063,Jackson County,Florida,48922,FL
12065,Jefferson County,Florida,14194,FL
12067,Lafayette County,Florida,8848,FL
12069,Lake County,Florida,308034,FL
12071,Lee County,Florida,661115,FL
12073,Leon County,Florida,281845,FL
12075,Levy County,Florida,39644,FL
12077,Liberty County,Florida,8349,FL
12079,Madison County,Florida,18728,FL
12081,Manatee County,Florida,342106,FL
12083,Marion County,Florida,337362,FL
12085,Martin County,Florida,151263,FL
12086,Miami-Dade County,Florida,2617176,FL
12087,Monroe County,Florida,76351,FL
12089,Nassau County,Florida,75710,FL
12091,Okaloosa County,Florida,193811,FL
12093,Okeechobee County,Florida,39330,FL
12095,Orange County,Florida,1225267,FL
12097,Osceola County,Florida,298504,FL
12099,Palm Beach County,Florida,1372171,FL
12101,Pasco County,Florida,475502,FL
12103,Pinellas County,Florida,929048,FL
12105,Polk County,Florida,623009,FL
12107,Putnam County,Florida,72577,FL
12109,St. Johns County,Florida,209647,FL
12111,St. Lucie County,Florida,286832,FL
12113,Santa Rosa County,Florida,161096,FL
12115,Sarasota County,Florida,390429,FL
12117,Seminole County,Florida,436041,FL
12119,Sumter County,Florida,107056,FL
12121,Suwannee County,Florida,43734,FL
12123,Taylor County,Florida,22857,FL
12125,Union County,Florida,15136,FL
12127,Volusia County,Florida,500800,FL
12129,Wakulla County,Florida,31022,FL
12131,Walton County,Florida,59807,FL
12133,Washington County,Florida,24624,FL
13001,Appling County,Georgia,18440,GA
13003,Atkinson County,Georgia,8290,GA
13005,Bacon County,Georgia,11216,GA
13007,Baker County,Georgia,3341,GA
13009,Baldwin County,Georgia,46039,GA
13011,Banks County,Georgia,18415,GA
13013,Barrow County,Georgia,71453,GA
13015,Bartow County,Georgia,101273,GA
13017,Ben Hill County,Georgia,17515,GA
13019,Berrien County,Georgia,19048,GA
13021,Bibb County,Georgia,154721,GA
13023,Bleckley County,Georgia,12771,GA
13025,Brantley County,Georgia,18292,GA
13027,Brooks County,Georgia,15516,GA
13029,Bryan County,Georgia,33157,GA
13031,Bulloch County,Georgia,71214,GA
13033,Burke County,Georgia,22923,GA
13035,Butts County,Georgia,23361,GA
13037,Calhoun County,Georgia,6523,GA
13039,Camden County,Georgia,51476,GA
13043,Candler County,Georgia,10937,GA
13045,Carroll County,Georgia,112355,GA
13047,Catoosa County,Georgia,65311,GA
13049,Charlton County,Georgia,13255,GA
13051,Chatham County,Georgia,278434,GA
13053,Chattahoochee County,Georgia,12842,GA
13055,Chattooga County,Georgia,25138,GA
13057,Cherokee County,Georgia,225106,GA
13059,Clarke County,Georgia,121265,GA
13061,Clay County,Georgia,3045,GA
13063,Clayton County,Georgia,264220,GA
13065,Clinch County,Georgia,6795,GA
13067,Cobb County,Georgia,717190,GA
13069,Coffee County,Georgia,43220,GA
13071,Colquitt County,Georgia,46275,GA
13073,Columbia County,Georgia,135416,GA
13075,Cook County,Georgia,17066,GA
13077,Coweta County,Georgia,133180,GA
13079,Crawford County,Georgia,12504,GA
13081,Crisp County,Georgia,23336,GA
13083,Dade County,Georgia,16507,GA
13085,Dawson County,Georgia,22686,GA
13087,Decatur County,Georgia,27359,GA
13089,DeKalb County,Georgia,713340,GA
13091,Dodge County,Georgia,21221,GA
13093,Dooly County,Georgia,14304,GA
13095,Dougherty County,Georgia,92969,GA
13097,Douglas County,Georgia,136379,GA
13099,Early County,Georgia,10542,GA
13101,Echols County,Georgia,4057,GA
13103,Effingham County,Georgia,54456,GA
13105,Elbert County,Georgia,19599,GA
13107,Emanuel County,Georgia,22867,GA
13109,Evans County,Georgia,10833,GA
13111,Fannin County,Georgia,23760,GA
13113,Fayette County,Georgia,108365,GA
13115,Floyd County,Georgia,95821,GA
13117,Forsyth County,Georgia,195405,GA
13119,Franklin County,Georgia,22009,GA
13121,Fulton County,Georgia,1010562,GA
13123,Gilmer County,Georgia,28579,GA
13125,Glascock County,Georgia,3102,GA
13127,Glynn County,Georgia,81508,GA
13129,Gordon County,Georgia,55757,GA
13131,Grady County,Georgia,25278,GA
13133,Greene County,Georgia,16321,GA
13135,Gwinnett County,Georgia,859304,GA
13137,Habersham County,Georgia,43300,GA
13139,Hall County,Georgia,187745,GA
13141,Hancock County,Georgia,8879,GA
13143,Haralson County,Georgia,28495,GA
13145,Harris County,Georgia,32663,GA
13147,Hart County,Georgia,25446,GA
13149,Heard County,Georgia,11558,GA
13151,Henry County,Georgia,211128,GA
13153,Houston County,Georgia,147658,GA
13155,Irwin County,Georgia,9427,GA
13157,Jackson County,Georgia,61044,GA
13159,Jasper County,Georgia,13601,GA
13161,Jeff Davis County,Georgia,15004,GA
13163,Jefferson County,Georgia,16320,GA
13165,Jenkins County,Georgia,9269,GA
13167,Johnson County,Georgia,9767,GA
13169,Jones County,Georgia,28569,GA
13171,Lamar County,Georgia,17959,GA
13173,Lanier County,Georgia,10408,GA
13175,Laurens County,Georgia,47999,GA
13177,Lee County,Georgia,29071,GA
13179,Liberty County,Georgia,64135,GA
13181,Lincoln County,Georgia,7751,GA
13183,Long County,Georgia,16624,GA
13185,Lowndes County,Georgia,112916,GA
13187,Lumpkin County,Georgia,30918,GA
13189,McDuffie County,Georgia,21565,GA
13191,McIntosh County,Georgia,14007,GA
13193,Macon County,Georgia,14009,GA
13195,Madison County,Georgia,28057,GA
13197,Marion County,Georgia,8640,GA
13199,Meriwether County,Georgia,21232,GA
13201,Miller County,Georgia,5932,GA
13205,Mitchell County,Georgia,23045,GA
13207,Monroe County,Georgia,26984,GA
13209,Montgomery County,Georgia,9021,GA
13211,Morgan County,Georgia,17781,GA
13213,Murray County,Georgia,39267,GA
13215,Muscogee County,Georgia,202824,GA
13217,Newton County,Georgia,102446,GA
13219,Oconee County,Georgia,34035,GA
13221,Oglethorpe County,Georgia,14548,GA
13223,Paulding County,Georgia,146950,GA
13225,Peach County,Georgia,27014,GA
13227,Pickens County,Georgia,29584,GA
13229,Pierce County,Georgia,18938,GA
13231,Pike County,Georgia,17796,GA
13233,Polk County,Georgia,41183,GA
13235,Pulaski County,Georgia,11542,GA
13237,Putnam County,Georgia,21371,GA
13239,Quitman County,Georgia,2367,GA
13241,Rabun County,Georgia,16235,GA
13243,Randolph County,Georgia,7197,GA
13245,Richmond County,Georgia,202003,GA
13247,Rockdale County,Georgia,86919,GA
13249,Schley County,Georgia,5089,GA
13251,Screven County,Georgia,14240,GA
13253,Seminole County,Georgia,8945,GA
13255,Spalding County,Georgia,63829,GA
13257,Stephens County,Georgia,25683,GA
13259,Stewart County,Georgia,5868,GA
13261,Sumter County,Georgia,31364,GA
13263,Talbot County,Georgia,6456,GA
13265,Taliaferro County,Georgia,1703,GA
13267,Tattnall County,Georgia,25526,GA
13269,Taylor County,Georgia,8464,GA
13271,Telfair County,Georgia,16591,GA
13273,Terrell County,Georgia,9022,GA
13275,Thomas County,Georgia,44869,GA
13277,Tift County,Georgia,40286,GA
13279,Toombs County,Georgia,27273,GA
13281,Towns County,Georgia,10771,GA
13283,Treutlen County,Georgia,6712,GA
13285,Troup County,Georgia,69053,GA
13287,Turner County,Georgia,8134,GA
13289,Twiggs County,Georgia,8481,GA
13291,Union County,Georgia,21566,GA
13293,Upson County,Georgia,26566,GA
13295,Walker County,Georgia,68198,GA
13297,Walton County,Georgia,85754,GA
13299,Ware County,Georgia,35709,GA
13301,Warren County,Georgia,5558,GA
13303,Washington County,Georgia,20676,GA
13305,Wayne County,Georgia,30077,GA
13307,Webster County,Georgia,2719,GA
13309,Wheeler County,Georgia,7909,GA
13311,White County,Georgia,27797,GA
13313,Whitfield County,Georgia,102945,GA
13315,Wilcox County,Georgia,8960,GA
13317,Wilkes County,Georgia,10010,GA
13319,Wilkinson County,Georgia,9432,GA
13321,Worth County,Georgia,21291,GA
15001,Hawaii County,Hawai_i,190821,GA
15003,"Honolulu, City and County of[15]",Hawai_i,983429,GA
15005,Kalawao County,Hawai_i,90,GA
15007,Kauai County,Hawai_i,69512,GA
15009,Maui County,Hawai_i,160202,GA
16001,Ada County,Idaho,416464,ID
16003,Adams County,Idaho,3828,ID
16005,Bannock County,Idaho,83249,ID
16007,Bear Lake County,Idaho,5943,ID
16009,Benewah County,Idaho,9044,ID
16011,Bingham County,Idaho,45290,ID
16013,Blaine County,Idaho,21329,ID
16015,Boise County,Idaho,6795,ID
16017,Bonner County,Idaho,40699,ID
16019,Bonneville County,Idaho,107517,ID
16021,Boundary County,Idaho,10853,ID
16023,Butte County,Idaho,2642,ID
16025,Camas County,Idaho,1042,ID
16027,Canyon County,Idaho,198871,ID
16029,Caribou County,Idaho,6808,ID
16031,Cassia County,Idaho,23331,ID
16033,Clark County,Idaho,867,ID
16035,Clearwater County,Idaho,8577,ID
16037,Custer County,Idaho,4249,ID
16039,Elmore County,Idaho,26170,ID
16041,Franklin County,Idaho,12854,ID
16043,Fremont County,Idaho,12927,ID
16045,Gem County,Idaho,16686,ID
16047,Gooding County,Idaho,15080,ID
16049,Idaho County,Idaho,16116,ID
16051,Jefferson County,Idaho,26914,ID
16053,Jerome County,Idaho,22514,ID
16055,Kootenai County,Idaho,144265,ID
16057,Latah County,Idaho,38078,ID
16059,Lemhi County,Idaho,7712,ID
16061,Lewis County,Idaho,3902,ID
16063,Lincoln County,Idaho,5315,ID
16065,Madison County,Idaho,37450,ID
16067,Minidoka County,Idaho,20292,ID
16069,Nez Perce County,Idaho,39915,ID
16071,Oneida County,Idaho,4275,ID
16073,Owyhee County,Idaho,11472,ID
16075,Payette County,Idaho,22610,ID
16077,Power County,Idaho,7719,ID
16079,Shoshone County,Idaho,12690,ID
16081,Teton County,Idaho,10275,ID
16083,Twin Falls County,Idaho,79957,ID
16085,Valley County,Idaho,9606,ID
16087,Washington County,Idaho,9944,ID
17001,Adams County,Illinois,67130,IL
17003,Alexander County,Illinois,7629,IL
17005,Bond County,Illinois,17470,IL
17007,Boone County,Illinois,53957,IL
17009,Brown County,Illinois,6860,IL
17011,Bureau County,Illinois,34056,IL
17013,Calhoun County,Illinois,5059,IL
17015,Carroll County,Illinois,14910,IL
17017,Cass County,Illinois,13324,IL
17019,Champaign County,Illinois,204897,IL
17021,Christian County,Illinois,34298,IL
17023,Clark County,Illinois,16182,IL
17025,Clay County,Illinois,13566,IL
17027,Clinton County,Illinois,37907,IL
17029,Coles County,Illinois,53697,IL
17031,Cook County,Illinois,5240700,IL
17033,Crawford County,Illinois,19505,IL
17035,Cumberland County,Illinois,10939,IL
17037,DeKalb County,Illinois,104741,IL
17039,De Witt County,Illinois,16420,IL
17041,Douglas County,Illinois,19887,IL
17043,DuPage County,Illinois,932126,IL
17045,Edgar County,Illinois,17960,IL
17047,Edwards County,Illinois,6672,IL
17049,Effingham County,Illinois,34307,IL
17051,Fayette County,Illinois,22060,IL
17053,Ford County,Illinois,13832,IL
17055,Franklin County,Illinois,39202,IL
17057,Fulton County,Illinois,36346,IL
17059,Gallatin County,Illinois,5415,IL
17061,Greene County,Illinois,13629,IL
17063,Grundy County,Illinois,50228,IL
17065,Hamilton County,Illinois,8368,IL
17067,Hancock County,Illinois,18618,IL
17069,Hardin County,Illinois,4181,IL
17071,Henderson County,Illinois,6990,IL
17073,Henry County,Illinois,49860,IL
17075,Iroquois County,Illinois,28982,IL
17077,Jackson County,Illinois,59814,IL
17079,Jasper County,Illinois,9592,IL
17081,Jefferson County,Illinois,38644,IL
17083,Jersey County,Illinois,22641,IL
17085,Jo Daviess County,Illinois,22407,IL
17087,Johnson County,Illinois,12677,IL
17089,Kane County,Illinois,523643,IL
17091,Kankakee County,Illinois,112120,IL
17093,Kendall County,Illinois,119348,IL
17095,Knox County,Illinois,52078,IL
17097,Lake County,Illinois,703019,IL
17099,LaSalle County,Illinois,112183,IL
17101,Lawrence County,Illinois,16558,IL
17103,Lee County,Illinois,34858,IL
17105,Livingston County,Illinois,38186,IL
17107,Logan County,Illinois,29964,IL
17109,McDonough County,Illinois,32464,IL
17111,McHenry County,Illinois,307409,IL
17113,McLean County,Illinois,174647,IL
17115,Macon County,Illinois,109278,IL
17117,Macoupin County,Illinois,46880,IL
17119,Madison County,Illinois,267225,IL
17121,Marion County,Illinois,38622,IL
17123,Marshall County,Illinois,12153,IL
17125,Mason County,Illinois,14248,IL
17127,Massac County,Illinois,15073,IL
17129,Menard County,Illinois,12607,IL
17131,Mercer County,Illinois,16178,IL
17133,Monroe County,Illinois,33493,IL
17135,Montgomery County,Illinois,29654,IL
17137,Morgan County,Illinois,35067,IL
17139,Moultrie County,Illinois,14876,IL
17141,Ogle County,Illinois,52385,IL
17143,Peoria County,Illinois,188429,IL
17145,Perry County,Illinois,21887,IL
17147,Piatt County,Illinois,16433,IL
17149,Pike County,Illinois,16150,IL
17151,Pope County,Illinois,4312,IL
17153,Pulaski County,Illinois,5908,IL
17155,Putnam County,Illinois,5801,IL
17157,Randolph County,Illinois,32890,IL
17159,Richland County,Illinois,16182,IL
17161,Rock Island County,Illinois,147258,IL
17163,St. Clair County,Illinois,266955,IL
17165,Saline County,Illinois,24939,IL
17167,Sangamon County,Illinois,199145,IL
17169,Schuyler County,Illinois,7444,IL
17171,Scott County,Illinois,5222,IL
17173,Shelby County,Illinois,22119,IL
17175,Stark County,Illinois,5907,IL
17177,Stephenson County,Illinois,46740,IL
17179,Tazewell County,Illinois,136352,IL
17181,Union County,Illinois,17583,IL
17183,Vermilion County,Illinois,80329,IL
17185,Wabash County,Illinois,11665,IL
17187,Warren County,Illinois,17726,IL
